number,value,lgb_lr,lgb_num_leaves,lgb_max_depth,lgb_min_child_samples,lgb_subsample,lgb_colsample_bytree,lgb_reg_alpha,lgb_reg_lambda,xgb_lr,xgb_max_depth,xgb_min_child_weight,xgb_subsample,xgb_colsample_bytree,xgb_reg_alpha,xgb_reg_lambda,feature_selection,feature_selection_ratio,feature_selection_min,purge_days,min_purge_days,ensemble_grid_step,attr_n_features,attr_feature_selection,attr_mag_rmse,attr_time_asym_rmse,attr_time_rmse,attr_n_models,attr_available_models,attr_holdout_combined,attr_holdout_mag_rmse,attr_holdout_time_asym_rmse
48,10.38290870607861,0.01977323300601802,17,5,73,0.6086795514619987,0.9269736782951111,0.915743194101916,0.5886526772021137,0.01132376198850872,6,46,0.5520536189715916,0.5790482331241251,2.297143223699197,0.11713763309923848,True,0.6230952650975765,35,20.080740973731604,9.972012267890948,0.04,35,True,0.5146098421662442,8.839079179579876,8.888489697870428,2,"baseline,xgboost",,,
49,10.401310794463694,0.019795123537434768,15,3,50,0.7308362824255776,0.9304061877825227,0.8745799765355173,0.6154006345811073,0.014009798268250708,4,36,0.5868854801866372,0.5432098945077397,1.0222476771106526,0.10949479580749143,True,0.6350531236041493,27,33.302388338576215,11.987586052618637,0.04,27,True,0.5127970459264327,8.862919656684396,8.905396241416069,2,"baseline,xgboost",,,
50,10.42943225370752,0.03602858209105237,20,4,34,0.5525884973382869,0.9043583320557431,0.45480684655144304,1.2100430111887521,0.011640503429974754,7,17,0.5737642776610024,0.9132144097793456,7.177611717821951,0.21167079583345183,True,0.6477704814159497,52,18.965499644166336,16.45293437431941,0.02,52,True,0.5159159102580977,8.881684522933226,9.034212017583762,2,"baseline,xgboost",12.346779559254774,2.495113970256255,9.851665588998518
51,10.39931533618512,0.0336885941872177,16,6,22,0.6286277481044702,0.6990655337548312,0.05045738423974395,0.18958073054572264,0.013348910353962304,8,47,0.5842554113095566,0.5256510300110814,8.791021920297633,0.4957698412022017,True,0.6018362053199976,53,22.63956526632534,10.95087288512681,0.02,53,True,0.5161460546817676,8.850877172139818,9.022738180288243,2,"baseline,xgboost",,,
52,10.386962965094794,0.020421872712399244,25,9,82,0.6747048552854005,0.9091376306881058,0.052468249710948135,0.9268368232954362,0.010187006662033175,11,37,0.5333348053754735,0.6888197497445967,0.12865363292986925,0.255306395439525,True,0.643391872401032,24,34.0807511633016,11.88146895690182,0.04,24,True,0.5147019363944033,8.842857155911584,8.870034101102267,2,"baseline,xgboost",,,
53,10.385855154986558,0.013550984049168205,31,8,95,0.7435057561871369,0.8114297150417681,0.005948052610596662,2.0213482893017916,0.012279309297508173,9,36,0.5114785356993128,0.5502644605321294,0.0778293938306503,0.47799674942849424,True,0.6911402185441862,20,36.634063149966096,12.50759924605912,0.04,20,True,0.5136763375710632,8.84482614227337,8.875629507721401,2,"baseline,xgboost",,,
54,10.390958117621693,0.03663622374558467,27,5,77,0.5857068100975343,0.9084549058436804,0.023188744971105367,0.1817071325385295,0.012630085125170725,6,45,0.5250142359499214,0.5943533909790228,3.651202467150277,0.2382543962167587,False,0.6438294219809517,26,16.2452926442795,8.978201875630809,0.04,143,False,0.5150399053059581,8.84583840170382,8.968341226428377,2,"baseline,xgboost",,,
55,10.37083690440196,0.018190672402691486,66,5,45,0.6480017541655972,0.705933051159586,0.7969095660886591,0.21202386267091247,0.010231471668884115,4,30,0.6924522851242634,0.8869970489759221,7.389330457027762,0.18671353524495957,True,0.6296683985432673,49,12.584118352556393,3.942647934107066,0.02,49,True,0.5160265992904954,8.822757106530474,8.895912476868588,2,"baseline,xgboost",12.606282307393139,2.4946715306697285,10.11161077672341
56,10.433286833061826,0.012856999107619916,43,3,11,0.5313085905833738,0.6417372930697899,0.5700345922601382,0.38599613140251143,0.011588003285680853,5,14,0.8900210484363026,0.7485168152344696,4.14273144935043,0.25736994010335706,True,0.6006945077027912,46,19.73227431464299,4.437498370840885,0.02,46,True,0.5163953554587202,8.884100766685666,8.919302450759456,2,"baseline,xgboost",,,
57,10.473712070175589,0.015333170230630386,48,3,31,0.7500906319249648,0.8934657493958567,0.1922436834529574,0.7061402249737772,0.023152327347765733,4,33,0.7659202921717234,0.8190569268697193,2.9994993694361143,0.1613444132344415,True,0.643401720024946,43,17.264469752543512,3.1957737328310403,0.02,43,True,0.514757967880326,8.929438166534611,8.941582173752732,2,"baseline,xgboost",,,
58,10.382315579753207,0.012094449829634516,18,5,69,0.5119105140156317,0.7878807932585725,0.8204687312790951,0.38558889879461733,0.011874104659668637,5,26,0.5637210522228636,0.5468148744851186,9.742793443719611,0.1822406260006441,False,0.7009184863231834,45,29.26405714309096,13.018970711895946,0.02,143,False,0.5165764751010837,8.832586154449956,8.89229702404374,2,"baseline,xgboost",,,
59,10.441797310666898,0.011093668683140738,47,6,53,0.541592996574182,0.6986500665771198,0.18875661724964524,0.1570752794363509,0.012222405061070408,7,21,0.5513387777619569,0.5834096191422716,0.7756179236942482,0.2386711382135436,False,0.8022876865170034,42,24.773246011498014,15.033412298594836,0.02,143,False,0.5135947223331562,8.901013143667429,8.906619690558271,2,"baseline,xgboost",,,
60,10.412405074394002,0.013776297020867696,16,4,48,0.5119698206249275,0.8962833626540445,0.6614905575365897,0.1733085405949838,0.016322514576391854,3,33,0.6687536106856985,0.5248239690703849,0.003780616089493795,0.282456876276211,False,0.7062248250763684,49,40.282708013791115,14.33832391213011,0.02,143,False,0.5128185767076922,8.873949344270926,8.910208776023552,2,"baseline,xgboost",12.633835721634973,2.5406290063614754,10.093206715273498
61,10.392376259751385,0.011033018052479785,41,8,72,0.7589811721451729,0.5840311061460997,0.9955387833614501,0.11569632166829052,0.015537934292782201,3,22,0.6940823141344876,0.7703314291693729,0.026131623749580987,0.15895587611323114,True,0.6580328868043465,47,14.328897764655197,3.9614434789992723,0.02,47,True,0.5117659510560164,8.857078406583335,8.88381193786664,2,"baseline,xgboost",,,
62,10.376507984590475,0.012367657453141376,16,3,82,0.537770929450891,0.7576015289489919,0.06083812442029145,0.8804895903776693,0.015760554218639967,4,23,0.5551297832090866,0.458951538025745,5.979120129690009,0.14627176541216547,False,0.6604906550095496,39,39.63319253749793,17.133007943476375,0.02,143,False,0.514573811841365,8.83278654906638,8.903730627180884,2,"baseline,xgboost",,,
63,10.402079113441632,0.012982852771301758,30,3,20,0.5142490003403272,0.7303109839388714,0.09329966699866514,5.892324000309365,0.01380872090171946,3,25,0.5480972698976552,0.6106008908799965,3.1536076599080025,0.8589192384416481,False,0.6970801360494727,43,18.07113611967249,15.350027630365952,0.02,143,False,0.5134971608171612,8.861587630990147,8.94214315883897,2,"baseline,xgboost",,,
64,10.3948841984398,0.012667546638027629,32,3,53,0.7075382742942871,0.8599515470008161,0.015014331715999979,0.4657640354163036,0.019608871747433105,3,29,0.5467997689763021,0.5434552388494417,2.677710349987068,0.11335110630557219,False,0.7320855503751161,46,37.70110334289171,16.643047977366773,0.02,143,False,0.5124014842232513,8.857679745770048,8.914112042752292,2,"baseline,xgboost",,,
65,10.424115615429391,0.021695950082897618,23,3,28,0.5394256735771926,0.7940557467653666,0.6469936518682045,0.3145425482642956,0.016340945598121378,6,11,0.6399397739193261,0.43718072021101406,9.745348449224338,0.17154411021580257,False,0.7091846122601476,43,32.057036505476844,8.937378936953657,0.02,143,False,0.5154083776275962,8.877890482546603,8.949769699364413,2,"baseline,xgboost",,,
66,10.376422618611063,0.011675241180382285,91,6,74,0.6163939803368342,0.7504762954022439,0.71845723308787,0.15810707223350026,0.010122585447318571,3,32,0.7061237406527741,0.9339421339045824,1.0367083676300237,0.2743030959001334,True,0.7338853240910854,43,13.202844576252991,3.735619524269387,0.02,43,True,0.5146532922126452,8.832462741973128,8.884370710689165,2,"baseline,xgboost",,,
67,10.382583933775738,0.011130193157797804,119,4,53,0.6353708493452589,0.7436481443183568,0.2862030755149878,0.3661930523544296,0.010090734025750588,3,24,0.6910517766566056,0.9107965701509997,0.48001083187506777,1.0148346826150374,True,0.8211962090408115,37,23.696707192134546,6.4190815281202465,0.02,37,True,0.5138626715805158,8.84099591903419,8.88784656111366,2,"baseline,xgboost",,,
68,10.405842962883373,0.014209412738937832,23,4,42,0.5463890640664816,0.5775653386848626,0.07427505438867389,1.314214885979663,0.014592492819821288,6,22,0.6178531402053821,0.43887524280234513,8.98670267547865,0.13914372935815428,False,0.6984730862526654,45,29.06693257407421,17.778765580071322,0.02,143,False,0.5158434880964335,8.858312498594072,8.911744508298721,2,"baseline,xgboost",,,
69,10.394957405066105,0.016918601566969414,67,5,23,0.6968171548076117,0.8036305488688832,0.4853809875385677,0.11251559661903483,0.011480191886097387,3,32,0.5978731688245338,0.8468188937819918,3.6590270881864617,0.8395257838149401,False,0.6281125574668912,46,12.821026279282695,9.99946837797842,0.02,143,False,0.5142772652678305,8.852125609262613,8.98869719490674,2,"baseline,xgboost",,,
70,10.408462625494035,0.015821057235617216,129,10,79,0.556294747801173,0.6702290126835333,0.4754254033035184,0.20120388096610758,0.010198245451310662,7,37,0.8102673171048466,0.8340623191163778,1.138277515590374,0.2505113168783228,True,0.6539106405685704,43,7.010550302651174,5.981636230522907,0.02,43,True,0.5141105343839376,8.866131022342223,8.860268599412638,2,"baseline,xgboost",12.31096055480981,2.509950272374283,9.801010282435527
71,10.471352838142083,0.015279742518360524,109,5,33,0.6219658948165132,0.8538950941460614,0.5900119254637815,0.20745103606060353,0.019789185977485652,6,36,0.6880973617164372,0.9294591548460064,4.0614377685066705,0.9869878304079125,True,0.8686864523419578,46,21.25345599006979,7.307876026258968,0.02,46,True,0.5149353914174816,8.926546663889638,8.949933686510441,2,"baseline,xgboost",,,
72,10.394911584641633,0.016072876428414574,125,6,57,0.6977645002157165,0.666381677266598,0.2113020578965747,1.329684738524904,0.010601409695235339,3,32,0.6471455581744345,0.8281046590061829,0.20440002503974541,0.7543556793664196,True,0.7531943929233884,26,15.289907353803374,11.018692152131447,0.02,26,True,0.5137151149022022,8.853766239935027,8.901674127613191,2,"baseline,xgboost",,,
73,10.417579536063377,0.013277640079408428,34,3,35,0.6687129414758947,0.6931091061363056,0.02987270911102743,0.37835987751125866,0.012278664852566807,3,15,0.6135346751916009,0.8330906770037647,0.023432077483322402,0.6961794126842453,True,0.83754774625065,28,31.523073346401116,5.595000026425183,0.04,30,True,0.5121302333030185,8.88118883615432,8.919764215796636,2,"baseline,xgboost",,,
74,10.406826440627258,0.013439491367305037,148,6,93,0.6252616684353913,0.599862157003889,0.5125378542543497,0.6448777954409972,0.021646449504984375,3,32,0.6786464738726736,0.9317003024717929,0.38453463805948546,0.12534782150161622,False,0.7766700941855204,44,12.62029483494607,3.4289277351444247,0.02,143,False,0.5138549927801368,8.865261462286847,8.872558652176071,2,"baseline,xgboost",,,
75,10.414721359354411,0.011534108766717496,92,6,36,0.5510821198750886,0.7662471897371002,0.062685741498387,0.28355870347444495,0.010937331478266728,4,30,0.651588343852432,0.8884595270376475,0.010225588054936594,0.9925745210075553,True,0.820342217752206,30,7.061533209463871,4.020451560298216,0.02,30,True,0.5129684751325377,8.875815933956797,8.928268545642867,2,"baseline,xgboost",,,
76,10.421664727359822,0.02824749942180177,60,7,26,0.7027380074377843,0.7619698671794947,0.20653185120687056,0.39809668288864414,0.010904705382008379,5,42,0.6088237258106357,0.9438327067315943,0.0459392440034548,0.10576272738124616,True,0.6288751458518967,53,22.13274270048834,4.446516470494218,0.04,53,True,0.5143037808994756,8.878753384661396,9.078036278966287,2,"baseline,xgboost",,,
77,10.375591205397027,0.013480522456036193,17,5,67,0.5091467468800768,0.7617496767656502,0.1612548283828972,0.6342199271758553,0.013373470274360399,4,19,0.5469020700701458,0.6418328183856601,5.976471041900058,1.4713097514582827,False,0.6370583169672467,46,43.265832596997605,13.796802774615474,0.02,143,False,0.5151430976355701,8.830161912490317,8.869223917439745,2,"baseline,xgboost",,,
78,10.508369371136517,0.014416170208399259,17,7,56,0.600274176746816,0.8936563940566588,0.1151952215015311,0.8147188481474711,0.017620599205521607,7,12,0.6743362446226899,0.6567663524502996,0.4274367618906023,1.431989181322114,False,0.6435427473287503,45,36.18021263928347,17.5555571802762,0.02,143,False,0.5164800324584538,8.958929273761155,8.896500981530851,2,"baseline,xgboost",,,
79,10.392739157089448,0.033722643402028345,18,7,87,0.5584729416021605,0.6288123790881863,0.0392042195653319,0.3320972813559821,0.014251523910750907,4,19,0.5851477543866245,0.6662599754966813,7.008842771259407,1.6748842086159033,False,0.6201574701118178,56,26.92513787093064,10.235767854550657,0.02,143,False,0.5149229308474924,8.84797036454697,8.907040051815168,2,"baseline,xgboost",,,
80,10.436463406852459,0.011452401898235941,43,5,87,0.6452595249584113,0.6345986485487511,0.7087381994002759,5.170688836238661,0.04433887717559764,5,31,0.5743621281802195,0.8803797065985244,0.6259253809893573,0.30686382069617196,True,0.6416182019246686,45,41.020061863841306,14.432919989271701,0.04,45,True,0.5154682335773286,8.890058706120474,8.877509798277448,2,"baseline,xgboost",13.035828674532132,2.5399345641365207,10.49589411039561
81,10.375051978189632,0.021106442253903592,117,5,76,0.6887850576222037,0.7228275128000321,0.062271595964358335,0.1343493537557844,0.010481542549560807,3,22,0.6048675639103521,0.8331347981252246,3.7222035231076407,0.23201049810533003,True,0.781180140865628,44,24.685841853601964,4.706625818505435,0.02,44,True,0.5144054785580179,8.831835542515577,8.885958510952882,2,"baseline,xgboost",,,
82,10.397519120342267,0.019160673251273946,248,5,65,0.656723486393646,0.8232667129408108,0.003071108709891936,0.18732204837014976,0.010741449479920272,6,22,0.5826945611142407,0.8960439023104417,3.6180034186896806,0.15084480439849696,True,0.6186408208901699,43,30.402373492990897,6.587890278391724,0.02,43,True,0.5147066883580295,8.853399055268179,8.876112791687344,2,"baseline,xgboost",,,
83,10.41640525722374,0.014345460690824756,18,5,58,0.5767877458323967,0.7264353579153253,0.585063062565356,0.6957797778075198,0.027854551105657238,6,31,0.572308599372968,0.6716403208721258,7.98478319953446,1.9731814542322674,True,0.661057783072676,54,55.53849968266746,9.94790080803277,0.02,54,True,0.5147306721538903,8.872213240762068,8.870962303335336,2,"baseline,xgboost",,,
84,10.376199711450596,0.023829396235055995,135,5,98,0.6654998648012407,0.7708414486395132,0.13464390842403468,0.22062829771296838,0.010799610000713103,3,34,0.7752200280222608,0.686904874221606,5.630894992257033,0.45279778337509,True,0.7460613552781344,57,9.775540863225268,5.150825407165832,0.02,57,True,0.5160714999466566,8.827985211610626,8.880494100530713,2,"baseline,xgboost",,,
85,10.392510752671198,0.030099962247615443,207,5,92,0.6043752290505711,0.9215555144611716,0.025024241564986133,0.1315543799274392,0.013287480439008995,5,34,0.7678849481738725,0.45268879426445374,8.912924852313422,0.7804022346390508,True,0.7996591839242448,55,26.04852504309177,6.157232825791832,0.02,55,True,0.5168573178363102,8.841938799162268,8.89414311509721,2,"baseline,xgboost",,,
86,10.43956023651611,0.0324780834472241,98,4,70,0.6482837673365887,0.8594006571654601,0.10664769984044697,0.3282205005987336,0.012815148066467684,4,25,0.902300933711942,0.6501135269439855,2.025732979507307,0.17045846239258475,False,0.6634325712987907,54,17.680186818286092,5.500143756000296,0.02,143,False,0.5152521408263333,8.89380381403711,8.935322700069326,2,"baseline,xgboost",,,
87,10.38800620744486,0.03346288887987795,116,3,96,0.7043830675573678,0.7344615007337173,0.04096310366767696,0.14753118223418527,0.010707877159568686,3,29,0.8603937061513621,0.8363075349935138,5.6048362304396075,1.5585535675761208,True,0.7251906259996922,60,23.794874699737566,8.741837586906279,0.02,60,True,0.5164776855813321,8.838573150700864,8.903546308267064,2,"baseline,xgboost",,,
88,10.416157621005706,0.031071043975091316,17,8,52,0.6106232936277045,0.7155501308140482,0.034027755940905215,1.5856192452106475,0.019869409754818074,3,27,0.6016527832698755,0.8419851454752612,5.4530765323006625,0.1307494667538478,False,0.6343230937018596,57,32.91137225699046,16.60848809134734,0.02,143,False,0.5137532000821873,8.874898020759144,8.968006643452267,2,"baseline,xgboost",,,
89,10.366693231061571,0.020805149983479484,53,9,82,0.6338428522774332,0.7261239233016299,0.3624879513010549,0.16160190096566054,0.010928667943950646,3,46,0.6848104722648698,0.6286727513946292,6.825798573542795,0.781399744271851,True,0.7433282665303783,60,9.44692094626111,7.939063605467763,0.02,60,True,0.5158524651307396,8.819135835669353,8.889921137300682,2,"baseline,xgboost",12.286102991307747,2.520407208114695,9.76569578319305
90,10.376340964816963,0.035160500579309424,97,7,52,0.6444966160954965,0.691041941370346,0.14146437310391485,1.6123395696738774,0.012238615939155928,3,45,0.615408447761735,0.6456001677915651,6.893517051210959,0.25541721189719335,True,0.7423807868344504,56,29.31045493863835,4.933350552769468,0.02,56,True,0.5153174216713398,8.830388699802944,9.00480358859618,2,"baseline,xgboost",12.31294698292813,2.5145201600933906,9.79842682283474
91,10.411808872176634,0.036305622344199186,34,6,64,0.7388779453488088,0.645612968847977,0.14587662608331986,3.288154281692239,0.024758158323628043,3,40,0.6512164090196481,0.6275834526629243,6.374200442399594,0.22158297126310475,True,0.7788824523826052,59,39.32288756781514,7.128611838266028,0.02,59,True,0.513765993920858,8.87051089041406,8.97946012882684,2,"baseline,xgboost",,,
92,10.382162268730724,0.037754289886764575,247,7,59,0.6147410171661355,0.7090337969202866,0.32755818089758304,0.9415504683600407,0.012096880171176041,3,46,0.5973162111451353,0.609246478947071,0.9071947029919631,0.2949936468584585,True,0.8140588143478871,58,14.08521324068965,6.467252032128395,0.02,58,True,0.5136424430753356,8.841234939504718,8.969469499330158,2,"baseline,xgboost",,,
93,10.383210991847433,0.020213687315864853,44,9,24,0.6089163136051973,0.7111950835236484,0.024085655308038714,0.21439026332792693,0.011664030308972678,4,46,0.6817841793624555,0.6190443247189865,1.02996081765971,0.19117777729963223,True,0.84077318020489,57,15.807858608581286,6.600860503736161,0.02,57,True,0.5137873843843633,8.841848838694343,8.97832380837239,2,"baseline,xgboost",,,
94,10.376099255971141,0.01680890129920667,39,10,97,0.616915090896795,0.9143412502755207,0.6300767790425634,0.5041553586835454,0.012562022560352508,3,50,0.7297418636979228,0.6553758879209453,0.5026722327828422,1.9891526380996725,True,0.6938483712288602,55,11.643216610314314,7.300927684703631,0.02,55,True,0.5142879745517517,8.833235332315887,8.87953747193759,2,"baseline,xgboost",,,
95,10.393808743334242,0.017801079391743604,72,12,93,0.5830646641944641,0.8291596732349447,0.1536183616992561,1.9156324114541328,0.014998429760381913,4,50,0.7631668302878578,0.6741296153976518,3.2364816357811894,3.6417142404146214,True,0.6375405990604426,50,15.564231657840027,13.446922969509632,0.04,50,True,0.5143968463697478,8.850618204224999,8.885866911856995,2,"baseline,xgboost",,,
96,10.403964991367623,0.013674949322914846,41,10,84,0.6316062632829695,0.9194608336480019,0.6025257921489222,0.5386058382403804,0.020066761660736673,3,33,0.7066719454663618,0.7143574892190961,0.4935095302397909,3.354232032344704,True,0.748489702905402,53,17.102858380799134,6.253862708053611,0.02,53,True,0.5134984357001191,8.863469684267265,8.873586884290285,2,"baseline,xgboost",,,
97,10.408571821229444,0.0328229688167272,81,7,56,0.6448373368065534,0.683139904677225,0.6458212095791759,0.9753840525987941,0.01426167106164506,4,48,0.6802914489906329,0.7313846698820823,4.0279180608742475,0.1953919495110773,True,0.6964378799993739,45,32.374180696428624,4.360015327400961,0.02,45,True,0.5143477230547634,8.865528652065153,8.990066738890159,2,"baseline,xgboost",,,
98,10.373975687673491,0.019726422268245895,88,12,83,0.5834561992067003,0.8807601388501844,0.7174544623360682,0.2877571791647103,0.014022673541205162,3,49,0.5709794386724201,0.5195807298014974,1.8785496624208347,0.778855357139331,True,0.7104963505410056,52,18.120012098599418,6.130299760654529,0.02,52,True,0.5137964353620315,8.832586381587397,8.891322494785559,2,"baseline,xgboost",,,
99,10.402438251944176,0.024449183488018007,98,15,99,0.5495168630454208,0.8716609443850081,0.210830158170099,0.21998653013171554,0.023508641177835462,3,48,0.5058931427274165,0.4977716847249936,0.7537737981664063,0.36147744891531564,True,0.7120927154126298,51,44.09651914179518,6.672469967784431,0.04,51,True,0.5141049887502368,8.860123285693465,8.884227809820423,2,"baseline,xgboost",,,
